country,dataset,entity,name,label,typeName,tema_detectado
brasil,CP2010BRA,PMARCAS,M6256,Marca de imputação da V6256,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6262,Marca de imputação da V6262,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6264,Marca de imputação da V6264,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6266,Marca de imputação da V6266,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6352,Marca de imputação da V6352,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6354,Marca de imputação da V6354,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6356,Marca de imputação da V6356,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6362,Marca de imputação da V6362,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6364,Marca de imputação da V6364,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6366,Marca de imputação da V6366,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6461,Marca de imputação da V6461,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6462,Marca de imputação na V6462,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6471,Marca de imputação da V6471,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6472,Marca de imputação na V6472,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6511,Marca de imputação da V6511,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6521,Marca de imputação da V6521,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6591,Marca de imputação da V6591,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6602,Marca de imputação da V6602,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6604,Marca de imputação da V6604,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6606,Marca de imputação da V6606,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M660A,Marca de imputação da V0661,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6631,Marca de imputação da V6631,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6632,Marca de imputação da V6632,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6633,Marca de imputação da V6633,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6641,Marca de imputação da V6641,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6642,Marca de imputação da V6642,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6643,Marca de imputação da V6643,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6660,Marca de imputação da V6660,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6681,Marca de imputação da V6681,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6682,Marca de imputação da V6682,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6691,Marca de imputação da V6691,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6692,Marca de imputação da V6692,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6693,Marca de imputação da V6693,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6800,Marca de imputação da V6800,integer,sin_clasificar
brasil,CP2010BRA,REGIAO,IDREG,Identificação da Região Geográfica,string,sin_clasificar
brasil,CP2010BRA,REGIAO,REGIAO,Código da Região Geográfica,integer,sin_clasificar
brasil,CP2010BRA,REGIAO,REGNOME,Nome das Regiões,string,sin_clasificar
brasil,CP2010BRA,UF,IDUF,Identificação da Unidade da Federação,string,sin_clasificar
brasil,CP2010BRA,UF,UF,Unidade da Federação,integer,sin_clasificar
brasil,CP2010BRA,UF,UFNOME,Nome das UFs,string,sin_clasificar
chile,CP2017CHL,AREA,AREA,Código de Area,integer,sin_clasificar
chile,CP2017CHL,AREA,IDAREA,Código de Area,string,sin_clasificar
chile,CP2017CHL,CENSO16R,CENSO,Identification code,string,sin_clasificar
chile,CP2017CHL,COMUNA,IDCOMUNA,Código Comuna,string,sin_clasificar
chile,CP2017CHL,COMUNA,NCOMUNA,Comunas,string,sin_clasificar
chile,CP2017CHL,COMUNA,REDCODEN,División Comunal,integer,sin_clasificar
chile,CP2017CHL,DISTRITO,IDDIST,Distrito Censal,string,sin_clasificar
chile,CP2017CHL,DISTRITO,NDISTRITO,Distritos,string,sin_clasificar
chile,CP2017CHL,HOGAR,NHOGAR,Número del hogar,integer,sin_clasificar
chile,CP2017CHL,HOGAR,TIPO_HOGAR,Tipo de hogar,integer,sin_clasificar
chile,CP2017CHL,PERSONA,ESCOLARIDAD,Años de escolaridad,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P07,Relación de parentesco,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P08,Sexo,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P09,Edad,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P10,Residencia habitual,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P10COMUNA,Comuna de Residencia Habitual,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P10PAIS,Pais de Residencia Habitual,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P10PAIS_GRUPO,Pais de Residencia Habitual(grupo),integer,sin_clasificar
chile,CP2017CHL,PERSONA,P11,Comuna de Residencia Anterior,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P11COMUNA,Comuna de Residencia Anterior,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P11PAIS,Pais de Residencia Anterior,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P11PAIS_GRUPO,Pais de Residencia Anterior (grupo),integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12,Comuna o pais de Nacimiento,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12A_LLEGADA,Año de Llegada al País,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12A_TRAMO,Período de Llegada al País,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12COMUNA,Comuna de Nacimiento,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12PAIS,Pais de Nacimiento,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12PAIS_GRUPO,Pais de Nacimiento(grupo),integer,sin_clasificar
chile,CP2017CHL,PERSONA,P13,Asiste actualmente a educación formal,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P14,Curso o año más alto aprobado,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P15,Nivel del curso más alto aprobado,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P15A,Completó el nivel especificado,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P16,Se considera perteneciente a pueblo indígena u originario,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P16A,Pueblo indígena u originario,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P16A_GRUPO,Pueblo indígena u originario (Grupo),integer,sin_clasificar
chile,CP2017CHL,PERSONA,P16A_OTRO,Pueblo indígena u originario (Otros),integer,sin_clasificar
chile,CP2017CHL,PERSONA,P17,Trabajó durante la semana pasada,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P18,Rama de la actividad económica,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P19,Total hijos/as nacidos vivos,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P20,Total hijos/as actualmente vivos,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P21A,Año de nacimiento de último hijo/a,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P21M,Mes de nacimiento del último/a hijo/a,integer,sin_clasificar
chile,CP2017CHL,PERSONA,PERSONAN,Número de la persona,integer,sin_clasificar
chile,CP2017CHL,PROVINCI,IDPROVIN,Código Provincia,string,sin_clasificar
chile,CP2017CHL,PROVINCI,NPROVI,Provincias,string,sin_clasificar
chile,CP2017CHL,PROVINCI,REDCODEN,División Provincial,integer,sin_clasificar
chile,CP2017CHL,REGION,IDREGION,Código Region,string,sin_clasificar
chile,CP2017CHL,REGION,NREGION,Regiones,string,sin_clasificar
chile,CP2017CHL,REGION,REDCODEN,División Regional,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,CANT_HOG,Cantidad de Hogares,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,CANT_PER,Cantidad de Personas,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,NVIV,Número de la Vivienda,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P01,Tipo de Vivienda,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P02,Ocupación de la Vivienda,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P03A,Material de los muros exteriores,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P03B,Material en la cubierta del techo,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P03C,Material de construcción del piso,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P04,Número de piezas usadas exclusivamente como dormitorio,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P05,Origen del Agua,integer,sin_clasificar
chile,CP2017CHL,ZONALOC,IDZC,Zona Censal/Localidad,string,sin_clasificar
chile,CP2017CHL,ZONALOC,NLOCALIDAD,Localidades,string,sin_clasificar
peru,CP2017PER,DEPARTAM,CCDD,Departamento,string,sin_clasificar
peru,CP2017PER,DEPARTAM,NCCDD,Departamento,string,sin_clasificar
peru,CP2017PER,DISTRITO,CCDI,Distrito,string,sin_clasificar
peru,CP2017PER,DISTRITO,NCCDI,Distrito,string,sin_clasificar
peru,CP2017PER,HOGAR,C3P11,H: La energía o combustible que utiliza para cocinar: electricidad,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P12,H: La energía o combustible que utiliza para cocinar: gas (balón GLP),integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P13,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P14,H: La energía o combustible que utiliza para cocinar: carbón,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P15,H: La energía o combustible que utiliza para cocinar: leña,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P16,"H: La energía o combustible que utiliza para cocinar: bosta, estiércol",integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P17,"H: La energía o combustible que utiliza para cocinar: otros (residuos agrícolas, etc.)",integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P18,H: La energía o combustible que utiliza para cocinar: NO COCINAN,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P21,H: Su hogar tiene: Equipo de sonido,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P210,H: Su hogar tiene: Teléfono celular,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P211,H: Su hogar tiene: Teléfono fijo,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P212,H: Su hogar tiene: Conexión a TV por cable o satelital,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P213,H: Su hogar tiene: Conexión a Internet,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P214,"H: Su hogar tiene: Automóvil, camioneta",integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P215,H: Su hogar tiene: Motocicleta,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P216,"H: Su hogar tiene: Lancha, bote motor, peque peque, canoa",integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P22,H: Su hogar tiene: Televisor a color,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P23,H: Su hogar tiene: Cocina a gas,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P24,H: Su hogar tiene: Refrigeradora o congeladora,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P25,H: Su hogar tiene: Lavadora de ropa,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P26,H: Su hogar tiene: Horno microondas,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P27,H: Su hogar tiene: Licuadora,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P28,H: Su hogar tiene: Plancha eléctrica,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P29,H: Su hogar tiene: Computadora/Laptop/Tablet,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P3,"H: Personas que eran miembros de este hogar, viven en otro país",integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P3A,H: Nro. de personas en este hogar que viven en otro país,integer,sin_clasificar
peru,CP2017PER,HOGAR,HAREA,H: Área concepto censal,integer,sin_clasificar
peru,CP2017PER,HOGAR,HENCARE,H: Área concepto encuesta,integer,sin_clasificar
peru,CP2017PER,HOGAR,HNROHOG,Número Hogar,integer,sin_clasificar
peru,CP2017PER,HOGAR,sexcon,H: Sexo del Esposo/a o compañero/a del hogar,integer,sin_clasificar
peru,CP2017PER,HOGAR,sexjef,H: Sexo del jefe del hogar,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P1,P: Relación de parentesco con el jefe del hogar,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P10A,P: Tipo de documento nacional de identidad,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P11,P3a+: Idioma o lengua con el que aprendió hablar,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P12,P3a+: Sabe leer y escribir,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P13ANIOE,P3a+: Último año que aprobó en Básica Especial,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P13ANIOP,P3a+: Último año que aprobó en Primaria,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P13ANIOS,P3a+: Último año que aprobó en Secundaria,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P13GRA,P3a+: Último grado que aprobó en Primaria,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P13NIV,P3a+: Último nivel de estudio que aprobó,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P14,"P3a+: Actualmente - Asiste a algún colegio, instituto o universidad",integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P15,P3a+: La institución educativa al que asiste está ubicada:,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P15BCOD,P3a+: Departamento de la Institución a la que asiste,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P15DI,P3a+: Distrito o país de la Institución a la que asiste,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P15PV,P3a+: Provincia o continente de la Institución a la que asiste,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P16,P5a+: La semana pasada - Trabajó por algún pago en dinero o especie,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P17,P5a+: La semana pasada - ¿Qué hacia?,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P18,P5a+: La semana pasada estuvo buscando trabajo activamente,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P19COD,P5a+: La semana pasada ¿Cuál es la ocupación principal?,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P19CODA,"P5a+: La semana pasada, segúngran grupo, ¿Cuál es la ocupación principal?",integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P2,P: Sexo,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P20COD,"P5a+: La semana pasada a qué actividad se dedicó el negocio, organismo o empresa en la que trabajó",integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P20CODA,"P5a+: La semana pasada, según sección, ¿A qué actividad se dedicó el negocio?",integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P21,P5a+: En su centro de trabajo se desempeñó como:,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P22,P5a+: En su centro de trabajo laboraron:,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P23,P5a+: Su centro de trabajo está ubicado,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P23BCOD,P5a+: Departamento donde está ubicado su centro trabajo,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P24,P12a+: Estado civil o conyugal,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P25,P12a+: Por sus costumbres y sus antepasados Ud. se considera:,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P26,P12a+: Religión que profesa,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P27,Pm12a+: Nro. total de hijos/as que ha tenido - Nacidos vivos,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P271,Pm12a+: Ningún hijo nacido vivo,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P28,Pm12a+: Nro. total de hijos/as que actualmente - Están vivos,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P281,Pm12a+: Ningún hijo actualmente vivo,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P291,Pm12a+: Su último hijo nacido vivo - Mes,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P292,Pm12a+: Su último hijo nacido vivo  - Año,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P41,P: Edad en años,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P41M,P: Edad en meses,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P5,P: ¿Vive permanentemente en este distrito?,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P5BCOD,P: Departamento donde vive permanentemente,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P5DI,P: Distrito o país donde vive permanentemente,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P5PV,P: Provincia o continente donde vive permanentemente,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P6,P: ¿Hace 5 años vivía en este distrito?,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P6BCOD,P: Departamento donde vivía hace 5 años,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P6DI,P: Distrito o país donde vivía hace 5 años,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P6PV,P: Provincia o continente donde vivía hace 5 años,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P7,P: Cuándo ud nació ¿Vivía su madre en este distrito?,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P7BCOD,P: Departamento donde vivía su madre,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P7DI,P: Distrito o país donde vivía su madre,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P7PV,P: Provincia o continente donde vivía su madre,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P81,P: Población afiliada: al SIS,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P82,P: Población afiliada: a EsSalud,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P83,P: Población afiliada: a seguro de fuerzas armadas o policiales,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P84,P: Población afiliada: a seguro privado de salud,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P85,P: Población afiliada: a otro seguro,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P86,P: Población afiliada: a ningún seguro,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P91,P: Población con discapacidad: Ver,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P92,P: Población con discapacidad: Oír,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P93,P: Población con discapacidad: Hablar,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P94,P: Población con discapacidad: Moverse o caminar para usar brazos y piernas,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P95,P: Población con discapacidad: Entender o aprender,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P96,P: Población con discapacidad: Relacionarse con los demás,integer,sin_clasificar
peru,CP2017PER,PERSONA,C5P97,P: Población con discapacidad: Ninguna,integer,sin_clasificar
peru,CP2017PER,PERSONA,EDQUINQ,P: Edad en grupos quinquenales,integer,sin_clasificar
peru,CP2017PER,PERSONA,FACTORPOND,Población total,real,sin_clasificar
peru,CP2017PER,PERSONA,P03ESC,"P: Población de 3 a 24 años, por grupo de edad",integer,sin_clasificar
peru,CP2017PER,PERSONA,P03GQ15M,P: Población de 15 años a más en grupos quinquenales,integer,sin_clasificar
peru,CP2017PER,PERSONA,P08AFILIA,Población afiliada a seguros de salud,integer,sin_clasificar
peru,CP2017PER,PERSONA,P09DISC,Población con alguna discapacidad,integer,sin_clasificar
peru,CP2017PER,PERSONA,PAREA,P: Área concepto censal,integer,sin_clasificar
peru,CP2017PER,PERSONA,PENCARE,P: Área concepto encuesta,integer,sin_clasificar
peru,CP2017PER,PERSONA,PET,P15a+: Población en edad de trabajar - PET,integer,sin_clasificar
peru,CP2017PER,PROVINCI,CCPP,Provincia,string,sin_clasificar
peru,CP2017PER,PROVINCI,NCCPP,Provincia,string,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P1,V: Tipo de vivienda,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P10,V: Servicio higiénico que tiene la vivienda,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P11,V: La vivienda tiene alumbrado eléctrico por red pública,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P12,V: Nro. de habitaciones que tiene en total la vivienda,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P13,V: Tenencia de la vivienda - La vivienda que ocupa es:,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P2,V: Condición de ocupación de la vivienda,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P3,V: Material de construcción predominante en las paredes,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P4,V: Material de construcción predominante en los techos,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P5,V: Material de construcción predominante en los pisos,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P6,V: Abastecimiento de agua en la vivienda,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P7,V: Servicio de agua - Todos los días de la semana,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P7A,V: Servicio de agua - En la semana ¿Cuántas horas por día?,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P7B,V: Servicio de agua - Solo algunos días a la semana,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P7C,V: Servicio de agua - Por los días de la semana ¿Cuántas horas al día?,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P8,V: ¿Pagan por el servicio de agua?,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,C2P9,V: A qué empresa o entidad se paga por el servicio de agua,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,ENCAREA,V: Área concepto encuesta,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,TOTELD,V: Indicador de vivienda con adulto mayor,integer,sin_clasificar
peru,CP2017PER,VIVIENDA,VAREA,V: Área concepto censal,integer,sin_clasificar
